user_id,initial_access,weekday,access_time,user_age,viewed_screens,screen_count,played_game,premium_features_used,subscription_status,subscription_date,engagement_score,device_type,os_version,location,referral_source,session_duration,purchases,total_spend,retention_days,customer_segment
11462,2023-06-24,5,19:03,55,"groups,feed,friends,analytics,calendar,discover,library,profile,checkout",8,1,0,0,,28,desktop,Android 13,Oceania,paid_ad,401,0,0.0,36,free_tier
11463,2023-09-08,2,22:28,50,"friends,analytics,groups,profile,home,settings,library,checkout",11,0,1,1,2023-10-07,100,tablet,Android 12,South America,social_media,507,1,19.72,290,free_tier
11464,2023-01-21,2,13:31,33,"checkout,settings,feed,home,analytics,notifications",17,0,1,0,,91,mobile,Android 13,Europe,email,1742,2,7.15,26,premium
11465,2023-04-15,1,04:36,50,"library,search,feed,discover,messages,home,friends,profile,settings",19,1,0,0,,81,desktop,Android 13,Oceania,social_media,1206,4,271.58,270,premium
11466,2023-03-07,2,18:25,37,"analytics,settings,checkout,help,profile,search",17,1,0,0,,50,mobile,Android 13,Asia,paid_ad,703,2,100.44,49,enterprise
11467,2023-09-20,5,20:04,48,"feed,notifications,settings,library,profile,messages,search,discover",6,0,0,0,,52,tablet,Android 12,Asia,friend,1349,1,84.64,73,enterprise
11468,2023-02-18,0,23:42,44,"groups,home,notifications,messages,feed",7,1,1,0,,84,mobile,iOS 17,North America,organic,1677,3,128.19,316,enterprise
11469,2023-01-16,0,01:14,49,"library,analytics,search,groups,feed,settings,checkout",1,0,1,1,2023-02-10,14,desktop,Android 12,Asia,friend,249,2,41.26,4,free_tier
11470,2023-05-25,6,13:45,39,"groups,settings",2,1,0,1,2023-06-16,85,desktop,Android 12,South America,social_media,1373,4,242.8,257,basic
11471,2023-12-06,2,07:51,53,checkout,16,0,1,0,,96,desktop,macOS 14,Oceania,social_media,1595,0,0.0,128,premium
11472,2023-09-07,1,07:36,44,"home,settings,friends,library,search,analytics,groups,help",10,1,0,1,2023-09-16,23,tablet,macOS 14,South America,email,1157,3,121.2,143,enterprise
11473,2023-12-09,3,04:56,42,"settings,messages,profile,checkout,search",3,1,1,0,,39,desktop,iOS 17,South America,paid_ad,1539,1,34.53,193,free_tier
11474,2023-12-20,5,13:04,19,"checkout,settings,library,profile,messages,help,home,analytics,notifications",17,1,0,1,2024-01-18,72,tablet,iOS 17,Europe,email,410,3,259.67,326,basic
11475,2023-03-16,1,08:21,63,"settings,friends,profile,help,checkout,groups,search",7,0,1,1,2023-03-31,83,desktop,Android 13,Europe,email,214,4,296.08,196,premium
11476,2023-10-17,4,10:48,55,"calendar,feed,friends,library",16,1,1,0,,93,tablet,Windows 11,Asia,paid_ad,1194,2,155.78,120,basic
11477,2023-10-09,3,11:43,40,"home,library,settings,search,groups",19,1,0,0,,69,desktop,Android 12,Asia,friend,547,1,82.61,298,basic
11478,2023-03-07,5,23:47,29,"messages,notifications,discover",17,1,0,0,,96,mobile,iOS 17,North America,friend,537,1,19.7,129,basic
11479,2023-05-05,4,00:49,54,"home,discover,groups,notifications,profile",12,1,0,1,2023-05-14,84,tablet,Android 12,Asia,social_media,1630,2,12.21,216,premium
11480,2023-11-15,2,05:36,63,"friends,home,feed,calendar",8,1,1,1,2023-12-14,19,tablet,macOS 14,Asia,social_media,568,0,0.0,347,premium
11481,2023-03-28,4,17:44,54,"messages,settings,home",15,1,0,1,2023-04-26,88,mobile,Android 12,Africa,paid_ad,201,0,0.0,81,free_tier
11482,2023-02-10,2,05:06,38,"profile,help,analytics,groups,library,friends,messages,notifications",11,1,1,0,,96,mobile,Android 13,Europe,social_media,99,2,164.76,138,free_tier
11483,2023-07-05,4,02:42,59,"settings,friends,discover,calendar",3,1,0,1,2023-07-24,25,desktop,Android 13,South America,organic,673,3,162.87,87,free_tier
11484,2023-12-20,3,07:31,28,"notifications,settings,friends,profile",6,0,0,1,2024-01-02,91,desktop,macOS 14,Oceania,social_media,344,1,73.0,316,free_tier
11485,2023-12-01,4,03:41,38,"notifications,help,search,discover,library,calendar,feed,checkout",18,0,0,1,2023-12-16,12,tablet,macOS 14,North America,paid_ad,885,1,88.43,70,enterprise
11486,2023-09-23,1,08:54,54,"notifications,friends,analytics,discover,messages",7,0,1,1,2023-10-10,59,mobile,Android 12,South America,email,1091,0,0.0,294,basic
11487,2023-09-28,2,12:18,21,"help,search,settings,analytics,messages",7,0,0,0,,75,desktop,macOS 14,South America,organic,1572,1,46.88,357,premium
11488,2023-02-11,0,14:36,43,"calendar,library,analytics,groups,help",3,1,0,1,2023-03-08,77,mobile,Android 13,South America,email,1665,1,70.16,289,enterprise
11489,2023-04-03,4,12:11,37,"library,checkout,help,search,messages,home",17,1,1,1,2023-04-21,67,tablet,macOS 14,North America,social_media,1398,4,34.18,330,basic
11490,2023-07-04,2,08:55,24,"friends,profile,settings,library,checkout",14,0,0,0,,13,tablet,Android 12,South America,paid_ad,1269,2,146.41,151,enterprise
11491,2023-08-03,0,07:08,55,profile,8,1,1,1,2023-08-31,85,desktop,Android 12,Europe,friend,1224,2,56.6,274,free_tier
11492,2023-01-17,2,20:44,64,discover,10,0,1,0,,68,tablet,macOS 14,Africa,paid_ad,1128,3,191.26,284,free_tier
11493,2023-09-22,6,08:30,44,"notifications,feed,friends,messages,discover,calendar",3,0,1,1,2023-10-03,30,mobile,Windows 11,Europe,social_media,215,0,0.0,94,free_tier
11494,2023-04-24,2,05:28,64,"search,home",2,1,0,0,,64,desktop,Windows 11,Europe,paid_ad,100,2,35.35,319,premium
11495,2023-10-19,0,05:10,34,"friends,profile,notifications",6,1,0,0,,51,desktop,macOS 14,Europe,organic,1675,1,11.99,42,premium
11496,2023-10-19,0,09:45,49,"checkout,messages,profile,home,library,search",19,1,0,1,2023-10-25,29,desktop,Windows 11,North America,social_media,783,3,162.96,346,premium
11497,2023-02-17,3,05:38,27,"settings,home",3,1,1,1,2023-03-10,29,tablet,Windows 11,Oceania,email,106,4,126.09,287,basic
11498,2023-11-03,5,08:30,28,"library,settings,checkout,home,profile,discover",6,1,0,1,2023-11-18,13,tablet,macOS 14,Oceania,organic,1092,3,46.38,225,enterprise
11499,2023-04-07,6,02:11,35,"feed,settings,notifications,library,discover,friends",14,0,0,0,,29,desktop,Windows 11,Oceania,paid_ad,1354,4,321.76,196,free_tier
11500,2023-04-05,4,15:44,19,"library,search",19,1,0,0,,43,mobile,Android 12,Europe,email,322,0,0.0,288,premium
11501,2023-11-22,4,05:44,52,"calendar,settings",19,0,0,0,,47,tablet,Android 12,South America,organic,91,4,277.8,124,basic
11502,2023-03-15,6,04:31,23,"library,settings,discover,search,checkout,groups,notifications",16,1,0,0,,76,desktop,iOS 17,Oceania,friend,773,4,129.83,254,basic
11503,2023-12-02,2,03:39,20,"messages,notifications,search,help,checkout,library,friends,groups,analytics",1,1,0,0,,27,mobile,Android 13,Europe,friend,44,4,194.65,26,premium
11504,2023-03-09,6,02:01,24,library,11,1,0,1,2023-03-12,49,mobile,Windows 11,Asia,email,1177,1,71.6,89,enterprise
11505,2023-09-03,1,19:18,52,"discover,messages,analytics,notifications,home,settings,calendar,checkout",10,0,1,1,2023-09-15,32,desktop,Android 13,Africa,paid_ad,1343,0,0.0,218,premium
11506,2023-03-18,1,06:11,64,"settings,calendar,home,messages",17,1,1,1,2023-04-10,66,mobile,Windows 11,South America,organic,1455,3,237.58,138,enterprise
11507,2023-07-27,5,03:41,30,"notifications,home,discover,library,help,feed",10,1,0,0,,72,desktop,Windows 11,North America,email,1384,2,133.2,346,free_tier
11508,2023-09-11,2,08:43,55,"home,profile,messages",6,0,1,0,,28,desktop,iOS 17,Asia,social_media,872,2,89.71,6,premium
11509,2023-08-09,3,10:52,19,discover,10,1,1,1,2023-08-12,32,desktop,iOS 17,Oceania,email,1419,0,0.0,115,free_tier
11510,2023-09-19,0,18:01,19,calendar,14,0,1,0,,51,desktop,macOS 14,South America,social_media,669,2,73.49,34,free_tier
11511,2023-11-27,2,05:37,25,"feed,home,groups,help,notifications",7,1,0,0,,62,desktop,Android 12,Asia,organic,289,1,72.16,130,enterprise
11512,2023-12-10,4,00:06,26,"messages,groups,friends,search",11,1,1,0,,86,tablet,Android 12,Africa,email,1735,0,0.0,163,premium
11513,2023-09-16,1,11:20,51,"notifications,groups,friends,discover,library,home,help,feed",11,0,0,1,2023-09-22,18,mobile,macOS 14,South America,friend,436,3,119.63,245,enterprise
11514,2023-11-04,1,22:11,56,"friends,groups,checkout",11,1,0,0,,71,tablet,iOS 16,Asia,paid_ad,595,1,29.06,182,free_tier
11515,2023-03-15,1,19:20,48,"feed,messages,help",6,0,0,0,,34,tablet,iOS 16,South America,email,1086,0,0.0,283,premium
11516,2023-05-05,3,22:05,46,"notifications,checkout",8,1,1,1,2023-06-01,18,desktop,Android 12,Asia,email,693,3,52.05,311,basic
11517,2023-07-07,4,13:31,64,"search,calendar,analytics,messages,library,settings,profile,groups,discover",14,0,0,1,2023-07-27,83,desktop,Android 12,North America,friend,138,1,81.18,213,premium
11518,2023-09-11,3,16:48,53,"messages,library,groups,checkout,feed",18,1,1,1,2023-09-26,81,mobile,Windows 11,Africa,email,220,0,0.0,333,basic
11519,2023-11-17,0,17:44,39,"checkout,home,discover,help,calendar,search,analytics,library,feed",3,1,0,0,,83,tablet,iOS 17,South America,social_media,1095,3,266.17,166,premium
11520,2023-11-04,2,12:26,40,"library,groups,analytics,messages,discover,search,home",9,0,1,1,2023-11-11,56,mobile,Android 12,Europe,organic,238,2,179.45,6,enterprise
11521,2023-08-23,2,10:31,30,"settings,messages,checkout,search,library,calendar,analytics,feed",4,1,0,0,,15,desktop,macOS 14,South America,social_media,1364,4,270.71,128,basic
11522,2023-09-07,6,02:48,52,"notifications,home,friends,settings,feed,calendar,checkout",18,1,1,0,,54,mobile,iOS 17,Europe,email,1246,4,25.24,328,premium
11523,2023-11-28,1,01:29,61,"library,discover,home,profile,settings",14,0,0,0,,33,tablet,iOS 17,Oceania,organic,1113,4,69.35,1,premium
11524,2023-12-11,6,01:38,20,"analytics,discover",5,1,1,0,,65,desktop,iOS 16,Africa,friend,1189,4,30.03,134,basic
11525,2023-03-13,1,21:24,26,"groups,calendar,profile,analytics,home,settings,feed,search",13,1,0,0,,34,desktop,macOS 14,Africa,paid_ad,1120,3,57.34,170,free_tier
11526,2023-08-23,0,09:45,35,"friends,notifications,calendar,analytics,messages",9,0,0,0,,67,desktop,Windows 11,Europe,paid_ad,1247,4,187.88,276,enterprise
11527,2023-11-20,3,20:18,43,"home,checkout,profile,settings,messages,help,search,feed",15,1,1,0,,6,tablet,iOS 17,Oceania,social_media,1423,4,341.38,1,premium
11528,2023-06-05,5,16:15,46,"help,discover,analytics,profile,checkout",10,1,1,0,,21,desktop,Android 12,South America,friend,309,2,142.47,102,enterprise
11529,2023-04-25,5,16:49,29,groups,18,1,0,0,,69,tablet,macOS 14,Asia,organic,397,1,4.8,6,basic
11530,2023-11-09,5,10:18,56,"settings,checkout,search,notifications,discover,messages,profile,calendar,analytics",11,1,1,0,,27,tablet,macOS 14,Europe,organic,839,0,0.0,171,enterprise
11531,2023-08-16,4,10:41,40,"feed,search,library,calendar,checkout",4,0,0,0,,72,tablet,iOS 16,Africa,organic,706,0,0.0,316,premium
11532,2023-11-18,0,13:45,36,"groups,messages",12,0,1,1,2023-12-06,80,desktop,iOS 16,Asia,social_media,744,4,125.39,33,enterprise
11533,2023-12-12,2,09:31,41,"profile,home,groups,messages",4,1,1,0,,79,desktop,iOS 17,South America,friend,1222,2,110.29,275,premium
11534,2023-09-02,2,20:22,61,feed,13,0,1,0,,10,desktop,macOS 14,Europe,organic,1337,4,182.89,124,premium
11535,2023-11-02,3,03:09,60,"notifications,feed,settings,library",9,0,0,1,2023-11-14,61,desktop,iOS 16,Oceania,email,1237,0,0.0,75,free_tier
11536,2023-01-14,6,05:53,61,"home,library,calendar,discover,profile",12,1,0,0,,4,mobile,Android 13,South America,paid_ad,262,4,26.64,74,enterprise
11537,2023-01-16,0,10:49,47,"library,analytics",7,1,1,1,2023-02-13,18,tablet,macOS 14,Oceania,organic,1507,3,78.91,85,basic
11538,2023-02-11,4,05:52,48,"analytics,feed,groups,notifications,profile,search",16,0,0,1,2023-03-03,14,tablet,macOS 14,Europe,friend,219,0,0.0,97,free_tier
11539,2023-04-20,0,14:31,36,"checkout,discover,calendar,help",8,0,0,1,2023-05-09,49,mobile,iOS 16,Oceania,organic,1593,1,7.91,115,enterprise
11540,2023-10-05,0,05:51,38,"search,notifications,profile,discover,home",15,1,1,0,,40,mobile,iOS 16,Europe,social_media,290,4,108.23,42,enterprise
11541,2023-11-20,3,00:40,64,"settings,feed,groups,discover,search",17,1,0,1,2023-12-19,61,mobile,Android 12,Oceania,social_media,1074,1,57.63,241,enterprise
11542,2023-01-19,4,13:02,27,"help,friends,calendar,messages",19,1,1,0,,71,desktop,iOS 17,Europe,friend,321,2,95.58,10,enterprise
11543,2023-03-07,5,00:45,21,home,9,1,0,1,2023-03-13,5,desktop,Android 13,Europe,paid_ad,1008,2,44.85,287,enterprise
11544,2023-06-16,2,13:35,35,"library,profile,home,analytics,friends",2,0,1,0,,69,desktop,Windows 11,Asia,email,1702,3,226.42,44,premium
11545,2023-03-14,1,13:54,62,"calendar,discover,messages,checkout",6,1,1,0,,71,tablet,Android 13,North America,paid_ad,424,0,0.0,123,basic
11546,2023-11-06,6,03:42,54,"feed,search,discover,library,settings,help",8,0,0,1,2023-11-07,73,tablet,Windows 11,Europe,social_media,209,0,0.0,302,basic
11547,2023-04-22,5,19:40,37,"checkout,help,profile,calendar,notifications,messages,settings",3,1,0,0,,84,tablet,macOS 14,North America,organic,1337,4,244.16,251,premium
11548,2023-10-01,4,10:14,53,"help,profile,library,calendar",2,0,1,0,,22,mobile,Android 13,Asia,friend,570,2,173.03,328,free_tier
11549,2023-03-26,2,05:24,49,"settings,help,friends",18,1,0,1,2023-04-16,91,mobile,Android 12,Europe,organic,480,4,58.81,301,enterprise
11550,2023-05-19,5,11:59,44,library,14,0,1,1,2023-06-01,67,desktop,iOS 16,Oceania,organic,861,1,51.78,268,enterprise
11551,2023-02-08,3,12:49,58,"messages,profile",6,1,1,0,,41,mobile,Windows 11,Africa,social_media,165,2,81.13,282,enterprise
11552,2023-04-15,6,22:54,41,feed,12,0,0,0,,28,desktop,Windows 11,Asia,social_media,631,2,5.26,327,enterprise
11553,2023-11-20,4,13:23,46,"help,feed,groups,friends,settings,checkout,notifications,messages,search",8,0,0,1,2023-12-17,96,mobile,macOS 14,Europe,email,430,4,112.32,221,premium
11554,2023-10-08,4,10:56,41,"home,analytics,friends,search",14,0,1,0,,100,desktop,Windows 11,Oceania,email,910,1,19.08,177,free_tier
11555,2023-05-03,2,23:01,46,"discover,profile,checkout,notifications,messages,settings,feed",9,1,0,1,2023-05-09,5,mobile,iOS 17,Oceania,social_media,1152,3,269.04,194,enterprise
11556,2023-08-06,2,18:59,56,"groups,messages,library,help,feed,profile",6,1,1,1,2023-08-17,58,mobile,macOS 14,Oceania,paid_ad,1541,0,0.0,306,enterprise
11557,2023-03-02,0,01:48,35,feed,12,1,1,0,,76,desktop,macOS 14,North America,social_media,990,2,93.73,183,enterprise
11558,2023-04-10,0,22:07,27,"settings,library",16,0,0,0,,30,desktop,macOS 14,North America,paid_ad,447,1,39.95,269,enterprise
11559,2023-11-03,4,04:57,64,"settings,home,calendar,library",6,0,1,1,2023-12-01,2,mobile,iOS 16,Asia,friend,1379,1,48.61,331,free_tier
11560,2023-12-20,1,10:56,26,"search,analytics,calendar,feed,friends,help",14,1,0,1,2024-01-01,71,mobile,iOS 16,Africa,friend,1748,0,0.0,104,basic
11561,2023-07-23,3,19:32,28,"discover,library,checkout,messages,settings",13,0,1,1,2023-08-19,95,mobile,Android 12,Oceania,paid_ad,729,0,0.0,326,premium
11562,2023-09-15,2,19:15,29,"calendar,feed,messages",8,1,0,0,,69,desktop,Windows 11,South America,friend,1144,0,0.0,238,premium
11563,2023-01-05,0,04:58,19,"messages,feed,library,profile,discover,groups,analytics,calendar,help",4,0,1,1,2023-01-07,25,desktop,macOS 14,North America,email,582,2,190.95,223,basic
11564,2023-07-16,3,15:55,43,"feed,discover,analytics,profile,settings,messages,checkout",8,1,1,0,,53,mobile,macOS 14,South America,email,1395,3,210.75,97,premium
11565,2023-06-29,6,04:59,26,"discover,analytics,calendar,library,groups,search",18,1,0,0,,81,desktop,Android 13,South America,friend,305,4,353.49,122,enterprise
11566,2023-12-08,5,09:40,34,"analytics,home,notifications,checkout,settings",19,1,1,0,,57,desktop,iOS 16,Asia,organic,1622,2,15.71,182,free_tier
11567,2023-05-13,5,21:23,52,"messages,checkout,home,profile,analytics,feed,library,help",11,1,1,1,2023-05-16,30,mobile,iOS 17,Africa,organic,1277,2,175.68,293,free_tier
11568,2023-11-20,4,18:28,63,"help,groups,settings,search,analytics,calendar,profile,library",19,0,1,0,,94,tablet,iOS 17,North America,email,895,1,83.91,336,basic
11569,2023-09-10,2,02:08,20,"groups,analytics,friends,notifications,settings",6,0,1,0,,27,mobile,Android 12,South America,organic,1497,1,52.96,119,premium
11570,2023-09-22,5,21:19,23,home,19,0,1,1,2023-09-29,55,desktop,Android 13,South America,organic,1302,1,46.21,273,enterprise
11571,2023-04-03,6,07:03,60,"profile,messages,library",8,0,0,0,,43,desktop,Windows 11,Asia,paid_ad,563,0,0.0,55,basic
11572,2023-05-30,2,10:35,40,"calendar,discover,profile,friends",18,0,1,0,,91,tablet,macOS 14,North America,friend,578,1,88.87,184,free_tier
11573,2023-05-18,0,11:22,52,library,5,1,0,0,,29,desktop,Windows 11,Europe,email,608,0,0.0,342,basic
11574,2023-07-27,5,06:59,32,search,15,1,0,0,,22,mobile,Android 12,Europe,organic,1069,0,0.0,277,basic
11575,2023-05-05,1,07:09,25,"analytics,help,calendar,groups",17,1,1,0,,47,mobile,Android 13,Africa,social_media,337,3,31.74,259,basic
11576,2023-08-22,5,22:28,49,"feed,analytics,search,notifications",11,1,1,1,2023-08-27,96,desktop,Android 12,Africa,friend,1155,1,77.88,90,premium
11577,2023-03-02,2,23:44,51,"help,home,groups,calendar,settings,analytics,search",6,1,0,1,2023-03-30,76,tablet,Android 12,Oceania,paid_ad,180,1,87.64,242,basic
11578,2023-11-03,1,23:13,28,"groups,messages,calendar,settings,notifications,home",3,0,1,1,2023-11-22,33,mobile,iOS 16,North America,paid_ad,1293,2,56.13,134,premium
11579,2023-09-23,3,15:38,63,library,3,0,0,1,2023-10-07,69,tablet,Windows 11,South America,friend,813,4,119.04,291,free_tier
11580,2023-05-14,5,15:16,20,calendar,9,0,1,1,2023-05-27,83,desktop,iOS 17,North America,organic,859,0,0.0,147,enterprise
11581,2023-11-14,2,19:50,46,"notifications,analytics,library,checkout,calendar,search",15,1,1,0,,34,tablet,Windows 11,South America,social_media,390,3,264.85,27,enterprise
11582,2023-04-23,5,11:08,27,"settings,friends,analytics,messages,groups,search,discover",12,1,1,1,2023-05-08,49,tablet,macOS 14,Africa,email,1451,2,173.96,182,premium
11583,2023-07-10,5,07:40,35,"calendar,home",9,0,0,1,2023-07-21,28,tablet,iOS 16,Asia,paid_ad,870,3,119.0,247,premium
11584,2023-07-06,2,04:20,35,"help,settings,analytics",15,1,1,1,2023-07-22,99,desktop,iOS 17,North America,social_media,193,3,106.27,216,premium
11585,2023-11-15,1,09:31,29,"library,profile",8,1,0,1,2023-11-23,14,tablet,iOS 17,Europe,social_media,660,0,0.0,317,free_tier
11586,2023-03-30,0,04:45,44,"messages,settings,notifications,search,feed,checkout",7,1,0,0,,70,mobile,macOS 14,South America,social_media,153,4,197.88,156,enterprise
11587,2023-07-06,6,17:28,36,calendar,17,0,1,1,2023-07-29,82,mobile,Android 12,Africa,organic,533,3,236.03,175,premium
11588,2023-11-03,5,06:39,58,"discover,friends,checkout,settings,profile,notifications,feed",4,1,0,1,2023-11-27,21,mobile,macOS 14,South America,social_media,329,4,110.22,359,free_tier
11589,2023-05-12,4,04:55,50,"analytics,help",10,0,1,1,2023-06-10,48,mobile,Windows 11,Oceania,friend,1225,3,94.82,48,enterprise
11590,2023-12-26,3,05:19,42,"search,notifications,checkout,friends,messages",3,0,1,1,2024-01-19,69,mobile,iOS 16,Europe,paid_ad,660,2,41.59,66,premium
11591,2023-05-03,2,22:55,61,calendar,6,1,0,0,,33,tablet,Android 13,North America,email,349,4,354.95,325,free_tier
11592,2023-02-17,5,08:52,19,"feed,help,search,profile,home,discover,settings",15,1,0,1,2023-03-12,70,tablet,iOS 17,South America,social_media,600,4,110.96,289,free_tier
11593,2023-10-15,6,08:07,19,"messages,calendar,profile,discover,checkout",18,0,0,1,2023-10-30,23,desktop,Android 13,Europe,friend,1464,0,0.0,297,enterprise
11594,2023-06-28,0,16:23,22,"library,checkout,calendar,help,home",11,1,0,0,,65,mobile,Android 12,Europe,paid_ad,1019,2,110.19,156,free_tier
11595,2023-06-29,2,07:22,39,"notifications,discover,groups,home,friends,messages,profile,analytics",10,1,1,1,2023-07-03,30,mobile,Windows 11,Oceania,email,1796,0,0.0,164,free_tier
11596,2023-04-09,5,00:21,50,"feed,profile,search,settings,notifications,home,library,groups",7,0,1,1,2023-04-17,20,mobile,Android 12,North America,friend,388,3,252.15,169,enterprise
11597,2023-11-26,3,17:46,61,"groups,checkout,notifications,help,analytics,profile,friends,settings",4,1,0,0,,61,desktop,Android 13,Oceania,social_media,897,4,281.94,344,premium
11598,2023-02-03,4,21:26,22,"home,discover,calendar",14,1,0,1,2023-02-07,71,desktop,Android 12,Europe,social_media,970,3,18.74,301,premium
11599,2023-03-11,2,15:01,45,"feed,calendar,messages,settings,analytics,discover,help,groups",12,1,0,0,,77,tablet,Windows 11,Africa,social_media,220,0,0.0,349,basic
11600,2023-06-20,5,12:01,31,"library,feed,analytics,groups,checkout",17,0,0,0,,65,desktop,Windows 11,Oceania,friend,1453,2,119.69,205,free_tier
11601,2023-09-29,1,13:06,57,feed,6,1,0,1,2023-10-26,62,mobile,macOS 14,Asia,social_media,630,4,203.08,77,basic
11602,2023-02-28,0,10:46,60,"search,friends,home,groups",16,0,0,1,2023-03-26,78,tablet,Android 12,Africa,email,750,4,153.97,348,premium
11603,2023-06-30,4,16:20,27,"calendar,feed,search,profile,home",19,0,0,0,,45,desktop,Windows 11,South America,email,941,4,49.77,323,enterprise
11604,2023-01-19,2,16:14,58,"help,friends,messages,search,analytics,groups,notifications,calendar",4,0,0,0,,2,mobile,iOS 17,Oceania,email,1338,1,94.09,49,enterprise
11605,2023-08-14,5,15:08,32,"feed,home",5,0,1,1,2023-08-29,82,mobile,Windows 11,Asia,paid_ad,1462,2,136.16,137,free_tier
11606,2023-04-05,4,20:52,27,"feed,discover,notifications,messages,library,analytics",13,1,1,1,2023-04-20,95,desktop,Windows 11,Oceania,email,107,2,37.15,121,free_tier
11607,2023-10-24,1,19:50,21,"library,feed,settings,groups",13,0,0,1,2023-11-06,60,desktop,Android 13,South America,friend,1759,2,51.63,226,free_tier
11608,2023-03-22,2,23:54,60,"feed,notifications,analytics",14,0,0,0,,82,mobile,iOS 17,North America,friend,200,0,0.0,185,enterprise
11609,2023-06-24,4,08:05,35,"help,settings,profile,feed,home,friends,search,messages,groups",1,1,1,1,2023-06-26,46,desktop,iOS 16,South America,organic,772,3,49.49,271,enterprise
11610,2023-08-10,2,00:30,34,"feed,search,discover,notifications,checkout",14,0,0,1,2023-08-21,87,desktop,macOS 14,South America,email,149,0,0.0,3,enterprise
11611,2023-04-13,2,04:36,48,"friends,feed",4,1,0,0,,74,desktop,macOS 14,South America,social_media,884,1,56.99,221,premium
11612,2023-02-23,4,22:25,50,"feed,calendar,checkout",1,0,0,0,,16,mobile,Windows 11,Europe,friend,1402,1,93.16,292,basic
11613,2023-07-02,2,00:00,42,"calendar,notifications,feed,settings,search,help,checkout,friends,messages",8,0,1,1,2023-07-08,8,desktop,Android 12,South America,paid_ad,1751,4,289.52,122,premium
11614,2023-12-17,1,21:37,29,"feed,analytics,help,calendar,search,friends,messages,home",13,1,0,1,2024-01-10,87,mobile,Android 12,Asia,paid_ad,498,0,0.0,50,premium
11615,2023-11-14,4,08:18,64,"analytics,groups,notifications,search,friends,calendar",9,1,1,1,2023-11-17,1,tablet,macOS 14,South America,friend,1462,0,0.0,288,basic
11616,2023-12-21,5,04:20,38,"friends,messages,library,feed,notifications,settings,checkout,search",4,0,1,0,,90,tablet,Android 12,Asia,social_media,1477,3,190.84,131,free_tier
11617,2023-12-15,6,16:21,34,discover,14,1,0,0,,3,tablet,iOS 16,Oceania,email,315,2,68.78,155,free_tier
11618,2023-11-17,4,19:11,37,"messages,feed",1,0,0,0,,50,tablet,macOS 14,Asia,email,631,0,0.0,67,premium
11619,2023-03-09,1,05:28,46,"help,search,checkout,feed,settings,groups",5,0,0,1,2023-04-04,83,mobile,iOS 16,South America,friend,864,1,79.52,235,free_tier
11620,2023-01-28,1,12:55,20,"groups,calendar,feed,checkout,profile",10,1,1,1,2023-02-11,57,mobile,iOS 16,Europe,social_media,756,0,0.0,66,basic
11621,2023-10-01,1,07:34,24,discover,9,1,1,1,2023-10-12,84,tablet,Windows 11,Europe,paid_ad,1140,2,58.04,52,premium
11622,2023-10-09,5,10:51,50,"search,analytics,feed,calendar",8,0,0,0,,62,desktop,iOS 17,Oceania,paid_ad,366,2,59.58,327,enterprise
11623,2023-12-26,5,00:24,43,"library,discover,feed,profile,friends,calendar,analytics,search",13,1,1,1,2024-01-06,36,desktop,macOS 14,Asia,organic,1662,3,202.84,69,basic
11624,2023-11-07,6,13:28,37,"analytics,profile,feed,help,library,messages,friends,settings,home",13,0,0,1,2023-12-01,80,desktop,Windows 11,Europe,friend,1588,4,322.0,138,free_tier
11625,2023-04-29,6,20:55,60,feed,16,1,1,1,2023-05-20,7,mobile,Windows 11,South America,organic,1517,2,119.95,62,premium
11626,2023-05-14,2,12:14,54,"notifications,help",2,1,1,1,2023-05-20,13,desktop,iOS 16,Africa,email,674,3,273.98,327,enterprise
11627,2023-05-09,2,22:52,49,"groups,library,checkout",2,1,0,1,2023-05-27,21,desktop,macOS 14,Oceania,social_media,826,1,59.41,54,premium
11628,2023-01-08,3,07:46,52,"notifications,feed,help,home,library,settings,calendar",5,0,1,1,2023-01-27,12,desktop,macOS 14,Oceania,organic,208,2,133.16,11,premium
11629,2023-02-20,6,12:32,38,"home,messages,discover,feed,checkout",5,1,1,0,,91,mobile,Windows 11,Africa,email,1191,2,44.8,149,enterprise
11630,2023-12-07,6,10:51,58,"search,checkout",12,0,0,0,,50,desktop,Android 13,Oceania,paid_ad,891,0,0.0,173,free_tier
11631,2023-10-08,2,14:20,25,"home,discover,analytics",5,1,1,0,,44,mobile,Windows 11,North America,paid_ad,825,2,109.92,348,free_tier
11632,2023-06-24,1,03:05,19,"settings,feed,checkout,search,analytics,calendar,profile,discover",10,1,1,0,,16,desktop,Android 12,Africa,email,1330,4,274.61,235,free_tier
11633,2023-07-02,3,11:00,33,"calendar,home,checkout,search",14,0,0,1,2023-07-30,7,mobile,macOS 14,North America,email,265,3,45.88,327,enterprise
11634,2023-07-11,6,09:58,44,"groups,feed,messages,calendar,discover,settings,analytics,friends,home",1,1,1,1,2023-07-13,19,mobile,Android 13,North America,email,1310,2,147.21,243,premium
11635,2023-09-06,1,17:32,53,"messages,analytics,profile,friends,discover,home",11,0,1,0,,57,tablet,Android 13,Africa,email,964,1,37.43,51,free_tier
11636,2023-08-23,0,06:31,27,"friends,notifications,settings,checkout,help,analytics,messages,calendar",5,0,1,1,2023-08-29,95,desktop,Android 12,Asia,email,1419,4,333.8,79,basic
11637,2023-03-24,6,01:24,45,"profile,notifications,library,checkout,messages,help",4,1,0,0,,45,mobile,Windows 11,Oceania,friend,1245,1,45.69,240,free_tier
